age,annual_income,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,employment_years,num_open_accounts,num_derogatory_marks,late_payments_2yr,loan_purpose,default
61,41885.76,14179.02,48,692,0.351,2.5,18,1,0,education,0
26,53599.57,12991.79,12,572,0.2226,2.8,18,0,0,debt_consolidation,0
38,64237.63,24026.78,36,749,0.5152,1.1,5,0,0,business,0
43,95362.9,14419.04,48,686,0.2235,5.8,8,0,0,personal,0
60,79325.81,18966.32,36,653,0.3546,8.4,12,1,1,business,0
62,57344.8,4729.53,24,666,0.3419,4.9,1,0,0,personal,0
39,33408.49,7838.34,48,634,0.1746,1.9,4,1,1,business,0
49,20000.0,17747.13,24,740,0.1319,5.1,8,0,1,home_improvement,0
34,72144.94,16566.78,36,717,0.3952,0.5,3,0,0,personal,0
63,110510.27,11862.66,24,605,0.2219,19.5,1,0,0,personal,0
22,65095.29,13897.6,12,526,0.3789,0.3,13,0,0,personal,0
40,75379.48,23880.77,12,638,0.119,2.5,11,1,0,business,0
55,70271.19,7044.93,60,628,0.1411,1.5,7,0,0,business,1
25,24028.53,11360.28,36,679,0.4586,3.8,6,0,1,home_improvement,0
64,104280.65,29031.33,48,529,0.2854,2.0,9,0,0,business,0
24,45300.76,12751.66,24,735,0.1235,5.2,2,0,0,debt_consolidation,0
62,45002.9,13646.95,60,651,0.2315,0.5,6,0,0,education,0
31,76661.68,11204.52,60,791,0.2792,12.7,5,0,0,education,0
49,47040.55,24301.99,12,762,0.0802,11.1,11,1,0,debt_consolidation,0
55,32415.83,20663.31,36,638,0.3896,11.9,9,0,0,personal,0
60,89197.0,32967.96,12,793,0.5248,11.1,5,0,0,debt_consolidation,0
40,68197.95,12622.68,24,640,0.1179,1.7,4,0,0,debt_consolidation,0
63,88984.04,19713.01,36,595,0.3573,0.2,4,0,0,business,0
57,55800.48,17209.17,36,761,0.1048,5.3,5,0,0,debt_consolidation,0
64,53631.47,24113.65,24,733,0.5928,0.8,13,1,1,business,0
24,71315.7,3064.37,60,610,0.0921,0.5,10,0,0,home_improvement,0
44,73787.76,5582.99,12,521,0.2965,2.5,18,0,1,debt_consolidation,0
38,48947.22,1286.89,60,717,0.1852,1.0,13,0,0,debt_consolidation,0
28,45962.19,17789.87,12,725,0.2661,12.3,15,2,0,personal,0
47,87669.84,14563.2,36,723,0.0936,12.3,12,0,0,personal,0
64,73346.62,12530.31,48,547,0.3187,2.2,13,0,1,business,0
39,71869.13,16869.15,48,723,0.1517,7.6,16,0,0,home_improvement,0
27,20000.0,17319.79,12,624,0.5872,1.9,7,0,0,personal,0
52,71450.15,17060.41,60,667,0.1865,2.0,9,0,0,business,0
50,74304.13,20160.69,24,590,0.4865,3.1,9,1,0,personal,0
30,56999.55,14621.29,60,657,0.2954,5.6,10,0,0,personal,0
56,79113.95,9898.83,36,666,0.217,2.9,13,1,1,business,0
38,47679.73,14134.9,48,804,0.5315,8.2,14,0,0,debt_consolidation,0
33,73567.72,18149.16,12,610,0.3051,0.8,1,0,1,education,0
57,26871.78,18676.11,48,508,0.4217,3.4,4,1,1,personal,0
45,87609.06,9346.76,36,704,0.3274,4.2,18,0,0,business,1
31,45696.31,11583.77,24,604,0.1525,19.7,1,0,0,business,0
51,75860.2,10737.81,12,652,0.3085,7.3,9,0,1,personal,0
50,96082.22,17050.17,60,790,0.4625,5.6,11,0,0,home_improvement,1
60,89681.68,10808.92,24,597,0.2474,18.7,7,0,1,debt_consolidation,0
31,75762.63,19692.01,12,679,0.1484,23.8,10,1,1,education,0
60,85547.41,10725.13,12,667,0.5236,2.7,14,0,0,education,0
49,102357.43,3533.88,48,695,0.5945,7.1,11,0,1,education,1
39,68005.88,27455.88,36,558,0.1659,3.8,4,1,0,personal,0
62,89256.61,10211.25,60,622,0.4079,1.1,3,0,0,debt_consolidation,0
38,35535.73,18612.6,36,647,0.4048,15.7,15,0,0,personal,0
32,46973.0,11473.59,36,677,0.5066,2.3,19,0,1,business,0
22,102666.17,12371.98,24,750,0.2808,5.2,19,1,0,home_improvement,0
38,58798.04,14657.08,24,640,0.146,0.4,5,0,1,home_improvement,0
57,51887.36,20891.41,12,681,0.1825,12.5,5,0,2,debt_consolidation,0
57,57859.36,4628.77,60,487,0.432,2.1,4,0,1,home_improvement,0
30,47200.69,32632.0,24,675,0.2154,0.4,16,0,0,business,0
49,60738.98,14624.41,36,662,0.3191,25.5,13,0,0,business,0
54,38775.94,21276.33,24,652,0.145,0.3,9,0,0,home_improvement,0
24,50794.93,10630.93,12,712,0.0668,1.9,6,0,0,business,0
29,66965.16,19648.75,12,632,0.0952,0.6,14,0,1,home_improvement,0
27,104310.84,12841.99,12,725,0.0924,13.0,16,0,0,personal,0
27,63884.16,15499.63,48,579,0.3485,15.2,8,1,0,home_improvement,0
50,21866.38,23481.3,12,683,0.1125,2.4,4,0,0,home_improvement,0
58,90151.61,1347.22,48,577,0.4866,3.1,9,0,1,home_improvement,0
33,85144.79,13089.81,60,695,0.4782,6.5,4,1,0,business,0
30,45146.3,7530.97,60,742,0.3628,6.5,12,1,0,debt_consolidation,0
62,84733.82,23206.91,12,699,0.5515,4.4,19,0,0,business,0
40,61711.97,13938.93,60,702,0.1653,1.3,12,0,0,home_improvement,0
38,101106.04,26926.45,12,754,0.1463,1.9,1,0,1,education,0
53,124694.05,32644.22,12,759,0.2221,2.3,12,0,0,home_improvement,0
56,74959.46,4383.58,60,677,0.449,4.4,15,0,1,personal,0
35,84195.58,2671.57,24,813,0.352,3.1,4,0,0,personal,0
37,105073.33,5325.18,60,734,0.287,1.4,17,0,1,education,0
42,89035.62,16821.9,48,665,0.6655,2.6,13,1,0,personal,0
33,76371.88,21070.07,48,792,0.2479,1.0,9,0,1,business,0
45,62268.96,1000.0,60,634,0.2923,12.1,14,0,0,education,0
55,36643.83,21758.46,60,629,0.5805,1.0,11,0,0,personal,0
29,58070.69,28307.39,48,689,0.3933,0.7,4,0,0,personal,0
42,59100.29,17860.83,60,731,0.1514,5.9,10,0,0,personal,0
29,65538.32,1000.0,48,793,0.3651,5.4,7,1,2,education,0
49,20000.0,19950.24,12,570,0.0413,3.1,15,0,1,home_improvement,0
37,55991.85,11017.32,60,666,0.4804,0.2,10,0,1,debt_consolidation,0
31,58524.83,8933.0,12,732,0.0901,14.1,17,0,0,home_improvement,0
36,30180.67,18983.63,36,730,0.3655,1.7,12,0,1,debt_consolidation,0
25,75153.45,24135.9,24,623,0.627,2.8,9,0,0,debt_consolidation,0
47,88166.13,8432.12,60,656,0.1755,0.1,12,0,0,home_improvement,0
36,64897.12,17757.34,48,643,0.4319,4.2,8,0,1,home_improvement,0
57,33956.44,29710.76,12,573,0.5321,0.4,11,0,0,home_improvement,0
53,62418.65,16631.49,24,754,0.1185,3.1,16,2,0,education,0
64,83334.72,1000.0,48,664,0.4011,16.7,10,0,0,debt_consolidation,1
59,82463.35,26254.37,60,672,0.1222,9.4,4,1,0,home_improvement,0
25,63834.59,15929.08,36,652,0.2137,4.2,10,0,0,business,0
62,75246.63,16326.85,48,685,0.1709,3.3,19,1,0,debt_consolidation,0
30,49123.06,24417.18,12,733,0.2014,2.3,7,0,0,business,0
56,83626.49,21914.97,48,571,0.3895,9.8,11,1,0,personal,0
49,54775.88,15593.71,60,745,0.0225,2.5,19,0,0,debt_consolidation,1
58,45892.23,22988.54,48,679,0.2228,6.4,6,2,0,home_improvement,0
30,88798.33,21174.34,36,699,0.3019,0.1,2,0,0,business,0
23,68334.48,7378.79,48,583,0.6199,0.2,19,0,0,debt_consolidation,0
24,67056.45,13820.4,36,629,0.1456,3.5,8,0,0,personal,0
26,78342.99,29491.82,48,788,0.0958,0.1,8,1,0,business,0
31,63309.37,5653.87,48,587,0.4303,1.3,18,0,0,education,0
49,41702.89,27789.08,36,638,0.0731,9.7,18,1,1,education,0
36,59382.35,22096.19,36,558,0.1026,2.4,3,1,0,debt_consolidation,0
35,27762.25,11692.89,60,641,0.2173,1.9,10,0,0,personal,0
44,94311.83,10376.77,12,563,0.2166,5.2,5,0,2,education,0
34,37271.7,7622.95,60,700,0.5639,10.6,4,0,1,home_improvement,0
37,113589.79,19594.82,12,664,0.0786,5.7,15,0,0,debt_consolidation,0
51,45274.06,20325.73,60,643,0.0768,5.3,2,0,3,education,0
61,80408.97,6341.37,24,811,0.2509,2.0,18,0,0,business,0
29,111947.8,7479.73,24,770,0.3904,0.8,2,0,0,home_improvement,0
38,71533.54,23211.87,60,804,0.215,3.5,16,1,0,personal,0
51,56946.8,24456.86,36,561,0.2052,3.8,10,0,0,home_improvement,0
38,65808.97,17886.84,24,684,0.3813,1.2,3,1,0,business,0
56,43366.64,12563.87,60,784,0.1897,6.4,9,0,1,home_improvement,0
22,20000.0,7460.11,24,660,0.0589,0.4,14,0,0,business,0
45,79903.75,11415.37,24,743,0.3779,1.7,4,0,2,home_improvement,0
46,20000.0,16943.9,60,624,0.0214,4.6,16,1,0,home_improvement,0
23,30789.97,12770.6,36,684,0.0526,1.2,9,0,0,debt_consolidation,0
46,66439.73,6761.25,60,663,0.1374,0.3,2,1,0,education,0
35,48506.27,14860.34,60,820,0.395,2.5,4,0,1,business,0
60,77265.48,13829.99,36,761,0.2099,12.4,3,0,1,debt_consolidation,0
54,104975.34,27390.47,60,702,0.3353,1.0,18,0,0,home_improvement,0
38,58599.85,8616.57,24,723,0.4593,2.8,18,0,0,debt_consolidation,0
52,49801.51,14027.4,24,675,0.2223,1.2,12,0,0,personal,0
31,109210.41,8103.72,60,825,0.1783,6.0,12,1,1,business,0
27,82087.88,13234.17,12,794,0.5469,2.9,1,0,0,business,0
60,88096.4,12104.92,48,640,0.6224,1.4,12,0,0,debt_consolidation,0
46,86114.63,18207.43,12,712,0.2993,0.6,1,0,0,education,0
59,58835.91,10628.05,12,725,0.3687,2.9,10,1,0,home_improvement,0
58,55603.54,18004.19,60,682,0.5168,11.1,7,0,0,personal,0
51,41226.94,22616.58,60,677,0.452,15.2,8,1,1,personal,0
55,83167.75,10542.87,24,653,0.5352,3.9,12,0,0,debt_consolidation,0
39,74635.32,12141.24,36,604,0.1127,12.2,11,1,1,business,0
45,81148.93,5695.21,24,850,0.4098,1.7,10,0,1,debt_consolidation,0
48,20000.0,16179.89,60,613,0.2166,1.9,10,0,1,personal,0
48,88269.68,16650.43,24,568,0.1487,3.4,5,0,0,education,0
60,53512.64,5316.62,36,723,0.3189,1.2,19,1,1,personal,0
42,20000.0,19274.46,36,634,0.3523,1.3,19,0,0,education,0
40,32522.43,11152.66,24,826,0.6848,1.9,17,0,0,debt_consolidation,1
60,52470.48,5769.23,36,784,0.3893,0.1,1,0,2,education,0
44,47081.61,16994.7,12,601,0.5079,0.8,18,1,1,business,1
60,65318.68,15155.95,48,679,0.3241,4.6,2,0,0,personal,0
36,76463.38,18755.88,24,721,0.0806,1.9,3,0,0,debt_consolidation,0
64,62138.23,8670.61,48,567,0.094,1.1,3,0,0,debt_consolidation,0
23,53188.37,9102.47,24,705,0.3925,9.6,4,0,1,home_improvement,0
56,68547.19,16389.2,48,574,0.0631,0.4,8,0,1,debt_consolidation,0
41,68895.61,6543.03,36,697,0.0542,9.4,4,1,0,personal,0
49,96719.01,24910.98,12,787,0.1478,6.7,6,0,0,home_improvement,0
36,49729.76,29815.21,48,596,0.2102,1.9,5,0,0,education,0
37,62222.9,1000.0,60,673,0.228,3.0,11,1,0,home_improvement,1
54,106195.92,22689.82,36,702,0.3321,5.3,7,0,0,education,0
33,34512.31,6643.1,48,667,0.2496,10.7,6,0,3,education,1
60,55874.98,19494.44,48,681,0.0857,0.1,12,1,0,debt_consolidation,0
60,42139.6,11434.6,60,799,0.3622,8.2,15,1,0,business,0
64,33646.99,19292.54,48,622,0.2473,1.3,14,1,0,business,0
41,70631.92,12011.85,12,750,0.2342,10.1,15,0,0,debt_consolidation,0
50,98259.75,14572.76,12,643,0.3599,0.0,6,0,0,business,0
64,117442.14,1000.0,36,610,0.3174,3.3,16,0,1,home_improvement,0
24,63948.05,35875.1,24,554,0.3398,0.6,3,0,1,debt_consolidation,0
26,77620.49,5288.72,36,713,0.2706,4.0,8,0,0,business,0
23,78536.06,12002.04,48,615,0.1763,5.1,12,1,0,business,0
44,59849.12,22809.68,36,766,0.2258,9.1,13,0,0,personal,0
47,97015.38,31753.0,36,701,0.3819,17.5,4,1,0,education,0
47,60887.5,28891.62,60,739,0.2222,3.2,10,0,0,home_improvement,0
28,92147.82,1000.0,36,571,0.4897,4.1,3,0,0,education,0
31,56086.28,22339.87,12,730,0.6086,8.2,5,1,0,education,0
26,36172.94,18062.23,60,641,0.2887,5.1,13,0,1,debt_consolidation,0
33,37728.94,20849.68,24,773,0.1361,2.4,13,0,0,personal,0
53,24538.52,9155.3,48,688,0.1687,11.3,6,2,0,debt_consolidation,0
63,96586.92,19645.88,36,719,0.4672,9.3,15,1,2,business,0
52,96929.68,20997.75,48,685,0.3738,2.0,14,1,0,business,1
43,47142.06,17482.38,24,648,0.3828,7.7,3,0,0,personal,0
38,38310.65,25102.54,36,574,0.3142,2.0,14,0,0,business,0
41,45590.58,11666.56,48,779,0.5326,2.2,18,0,0,education,0
41,69450.37,20107.76,60,685,0.5017,4.8,17,1,0,debt_consolidation,0
64,41602.94,11022.4,12,827,0.2429,0.6,18,0,0,business,0
29,78746.75,17503.94,60,679,0.3977,0.5,16,0,0,debt_consolidation,0
55,57397.29,10990.24,60,660,0.4638,5.0,19,0,1,business,0
44,92093.7,16323.54,24,659,0.4197,0.2,1,1,0,home_improvement,0
59,81861.44,23318.69,48,616,0.4281,6.3,7,1,0,debt_consolidation,0
49,36948.5,16046.94,12,702,0.0718,13.4,17,1,0,debt_consolidation,0
34,33486.45,5582.74,60,630,0.425,8.1,4,0,0,business,0
50,70190.15,11355.75,12,522,0.098,3.2,14,0,0,personal,0
29,60452.43,22127.5,48,596,0.2115,4.0,11,1,0,debt_consolidation,0
32,96850.96,18680.71,24,685,0.4509,1.0,19,0,0,education,0
39,74746.68,20140.54,48,594,0.1686,3.9,5,0,1,business,1
46,53556.16,1030.26,36,662,0.0879,3.0,7,0,0,education,0
43,107036.99,6194.98,12,850,0.3116,0.7,8,0,0,personal,0
56,54281.76,27843.3,36,678,0.4374,5.0,17,2,0,debt_consolidation,0
50,31535.92,27516.61,12,655,0.2122,11.0,1,1,0,personal,0
42,59855.43,19749.41,60,795,0.3237,9.7,15,0,2,home_improvement,0
28,44856.77,23613.24,60,667,0.3719,1.3,7,1,0,home_improvement,0
33,89682.76,1000.0,60,705,0.4562,6.9,3,0,1,personal,0
57,36767.54,19194.37,12,634,0.3199,5.7,4,0,1,business,0
45,86226.4,1000.0,12,758,0.1087,18.4,1,0,0,education,0
53,58487.58,25264.61,60,552,0.2187,2.4,9,0,0,debt_consolidation,0
48,25379.81,22790.61,60,820,0.0826,2.9,10,0,0,home_improvement,0
53,75658.57,7699.63,12,618,0.2831,6.3,4,1,1,personal,0
53,94662.66,13166.97,12,669,0.0964,0.6,10,0,0,home_improvement,0
53,67562.16,22965.61,48,633,0.1544,6.4,8,0,0,education,0
47,60230.63,11268.94,12,608,0.3756,15.8,5,0,0,business,0
32,111467.42,4906.43,12,586,0.4572,5.4,3,0,1,personal,0
39,94998.27,32323.74,36,550,0.2189,8.1,16,0,0,debt_consolidation,0
60,84281.16,23076.52,36,558,0.2297,15.8,13,0,2,education,0
26,20000.0,19326.29,36,641,0.1511,4.8,19,0,2,personal,0
37,47553.88,17837.26,48,711,0.1958,4.5,14,1,0,home_improvement,0
32,59659.32,19883.9,12,619,0.32,22.1,13,0,0,education,0
56,76578.06,14052.76,48,677,0.3708,4.6,16,0,0,education,1
32,87400.2,13595.06,12,766,0.5572,1.3,8,0,1,education,0
63,38963.13,15610.72,24,627,0.2197,8.4,18,0,0,debt_consolidation,0
44,79487.07,22830.77,12,624,0.3079,1.6,13,0,1,business,0
55,35888.49,14072.43,36,801,0.1411,7.5,3,0,2,education,0
38,82772.71,17685.26,48,766,0.1792,1.0,8,0,1,personal,0
31,37425.89,17484.78,24,673,0.2944,9.8,3,0,0,personal,0
39,96063.36,14410.49,60,622,0.0413,4.0,4,0,1,personal,0
29,71358.08,12381.61,12,849,0.0642,1.2,9,0,2,home_improvement,0
47,55398.08,14872.97,48,642,0.1372,1.8,13,0,0,personal,0
24,72590.4,28636.02,24,744,0.2882,1.3,6,2,1,debt_consolidation,0
45,48636.38,17729.6,24,759,0.0352,3.7,18,1,1,business,0
24,65565.17,31743.46,60,694,0.0333,15.6,7,0,0,business,1
59,40046.73,19713.64,24,704,0.2946,2.1,18,1,0,debt_consolidation,0
23,72417.16,2652.73,36,616,0.2858,0.3,2,0,0,debt_consolidation,0
56,58687.12,15694.8,48,648,0.4667,1.6,18,1,0,debt_consolidation,0
38,59840.52,7486.22,60,566,0.2197,0.1,9,1,0,business,0
30,63951.06,27495.5,36,761,0.2926,2.0,4,0,1,personal,0
57,42763.41,6739.12,24,787,0.2292,0.8,13,0,1,home_improvement,0
43,116947.23,15254.79,24,633,0.1458,0.2,13,1,0,debt_consolidation,0
52,59894.95,2287.57,36,796,0.1925,24.7,5,1,0,personal,0
55,92469.36,17757.21,24,707,0.1427,5.9,19,0,0,personal,0
45,35887.07,18039.08,60,850,0.245,5.8,9,1,1,personal,0
30,20000.0,24856.09,12,645,0.5021,1.3,9,1,0,personal,0
64,71429.81,20582.16,36,653,0.1064,4.1,17,0,0,education,0
23,91649.69,10110.08,12,782,0.1068,8.2,1,0,0,business,0
42,95379.0,32791.47,48,678,0.4411,0.8,10,0,2,business,0
55,88343.04,13609.93,24,610,0.4617,0.7,15,0,0,home_improvement,0
48,59720.03,1000.0,60,639,0.0754,5.3,11,0,0,education,0
58,79397.7,12203.09,48,746,0.4382,3.8,6,1,0,personal,1
28,49086.89,18393.6,12,795,0.2241,0.5,7,0,1,debt_consolidation,0
43,49701.21,18401.93,12,761,0.1806,2.5,12,1,0,debt_consolidation,0
25,70475.71,24805.25,48,702,0.3048,3.0,15,0,0,education,0
35,70926.39,6968.87,48,691,0.1691,4.5,8,1,1,debt_consolidation,0
55,51747.05,20971.11,12,609,0.0942,3.1,17,0,0,home_improvement,0
44,69560.95,12535.88,36,646,0.2311,0.3,13,0,2,business,0
63,93535.67,1000.0,36,761,0.3153,9.6,10,0,1,business,0
46,42830.53,19059.24,48,629,0.1479,5.0,17,0,0,home_improvement,1
22,81827.23,7781.0,36,823,0.3583,1.1,4,0,0,business,0
36,30896.12,14197.16,48,661,0.1957,5.1,4,0,1,education,0
53,22979.2,17112.1,24,725,0.0287,7.6,6,0,1,education,0
35,72567.68,1000.0,12,581,0.0468,2.4,12,0,0,home_improvement,0
62,63385.19,24126.39,12,445,0.1044,3.2,10,0,0,business,0
42,67883.21,9305.99,60,663,0.2121,3.3,14,0,2,home_improvement,0
28,67477.76,10587.74,12,655,0.4358,0.7,17,0,0,debt_consolidation,0
57,88898.19,17711.19,12,577,0.2323,1.9,3,0,0,personal,0
42,78297.83,1000.0,60,476,0.2632,4.6,1,0,0,business,0
61,76709.1,23070.37,48,649,0.0849,8.1,14,1,0,education,0
33,99584.47,14290.66,48,650,0.3826,2.4,17,0,0,business,0
36,87577.7,28174.08,36,599,0.3596,0.5,4,0,0,personal,0
36,69488.08,12333.71,60,684,0.2542,13.5,12,0,0,debt_consolidation,0
38,91391.26,1000.0,24,514,0.2564,4.3,11,0,1,business,0
55,58105.16,4306.68,24,551,0.3046,12.9,6,1,2,personal,1
56,58766.25,14172.2,12,701,0.1091,6.0,12,0,1,personal,0
60,97866.28,6321.29,60,744,0.117,1.3,15,0,0,home_improvement,0
59,59318.87,1000.0,60,672,0.2365,0.1,9,0,0,education,0
35,75121.38,16237.61,48,563,0.4218,0.2,2,1,0,debt_consolidation,0
26,73793.69,10753.02,12,737,0.1449,0.4,8,0,0,personal,0
51,68876.74,10001.67,24,776,0.1766,4.0,14,0,0,home_improvement,0
25,110014.32,6001.88,24,615,0.2243,14.0,5,0,0,business,0
36,61922.67,19512.03,12,601,0.216,8.5,11,0,0,business,0
60,109329.99,9049.89,60,678,0.3097,10.3,5,0,0,debt_consolidation,0
56,38112.11,3964.73,48,495,0.5238,2.9,3,0,2,personal,1
31,63816.15,16936.07,60,850,0.2232,1.7,18,0,0,business,0
23,59006.69,10156.05,12,670,0.0303,4.7,10,1,0,home_improvement,0
45,84370.49,9622.84,12,782,0.3597,9.3,3,0,0,personal,0
49,31071.38,14740.41,36,849,0.5234,0.7,7,1,0,education,1
43,74543.79,19651.24,24,617,0.4228,2.1,11,0,0,business,0
53,88119.9,8093.1,60,699,0.386,0.5,15,1,1,personal,0
52,56820.13,15165.51,60,584,0.4973,7.5,1,0,0,debt_consolidation,0
40,49466.21,18448.12,12,713,0.1534,2.2,19,0,0,business,0
42,49650.87,24712.67,60,708,0.1441,0.8,3,1,0,personal,0
24,77357.83,14840.89,24,628,0.361,2.4,4,0,0,personal,0
27,25358.06,8626.05,12,706,0.2279,0.6,8,0,0,debt_consolidation,0
53,32288.75,9558.02,60,665,0.452,3.8,9,0,1,education,0
23,67084.33,30604.33,60,698,0.1559,9.9,3,0,1,debt_consolidation,0
45,79606.33,20544.07,60,742,0.4134,1.7,11,1,0,personal,0
48,71880.21,15978.71,24,667,0.5122,2.1,2,1,0,education,0
30,80031.31,14600.66,24,672,0.2488,1.9,2,1,1,business,0
34,38825.4,5824.6,12,719,0.6713,1.8,4,0,1,business,0
35,21292.37,14809.23,48,627,0.3247,0.2,1,0,0,business,0
32,87072.04,13515.08,60,768,0.1939,2.2,7,0,0,home_improvement,0
35,33307.27,9859.78,24,583,0.1464,0.2,5,0,0,education,0
37,77873.11,9481.74,48,711,0.4324,22.8,5,0,0,home_improvement,0
31,20000.0,20994.97,36,515,0.044,7.4,6,0,0,education,0
41,81920.15,8784.16,60,630,0.229,3.2,14,1,0,home_improvement,0
37,64956.76,1000.0,12,681,0.0939,0.7,7,0,2,debt_consolidation,0
55,91022.12,16283.65,60,826,0.0922,3.9,9,0,0,education,0
37,84806.93,10179.51,48,629,0.2735,2.5,15,0,0,debt_consolidation,0
35,56373.48,17891.84,48,724,0.3729,7.5,14,0,0,personal,0
49,51315.64,9235.43,12,743,0.1464,7.3,1,0,1,business,0
39,72902.7,8848.05,48,825,0.0951,1.4,15,0,1,debt_consolidation,0
47,52460.9,15392.12,48,648,0.3609,5.7,15,0,1,debt_consolidation,0
59,20000.0,17662.82,36,765,0.0949,3.1,9,0,0,personal,0
28,57981.11,18922.61,12,727,0.5058,17.4,16,0,0,personal,0
55,43485.65,11245.12,48,708,0.4917,1.9,16,0,0,personal,0
28,51618.59,13476.75,36,585,0.4707,7.7,16,0,0,personal,0
54,72430.07,31122.57,48,640,0.4052,5.0,3,0,0,home_improvement,0
56,96027.44,14083.63,24,564,0.1675,1.9,19,1,0,home_improvement,0
60,110941.27,25953.28,36,840,0.2668,4.5,1,0,0,home_improvement,0
42,77240.64,10643.64,24,635,0.1429,8.7,3,0,0,home_improvement,0
49,50123.4,19901.52,36,650,0.4086,0.0,19,3,0,business,0
53,89234.22,25899.95,24,839,0.3423,1.5,4,0,0,personal,0
37,27225.38,26223.48,24,650,0.3164,0.4,12,0,0,education,0
31,47731.69,1000.0,48,609,0.2314,1.0,10,1,0,debt_consolidation,0
44,59259.29,29420.95,36,648,0.2882,2.9,3,0,0,education,0
36,20000.0,11208.79,12,595,0.4822,1.3,6,0,0,education,0
64,71172.16,11036.3,48,850,0.4418,0.2,13,0,0,business,0
27,44445.57,11366.07,36,571,0.1622,5.2,2,0,0,business,0
54,71128.7,31884.09,24,850,0.0987,3.5,4,0,0,education,0
60,58357.98,13274.17,48,746,0.2498,9.0,13,0,0,debt_consolidation,0
33,43966.98,13839.68,36,501,0.5467,0.9,10,1,0,education,0
57,40021.13,15521.14,24,656,0.2784,0.1,8,0,0,debt_consolidation,0
52,63789.95,16269.76,12,632,0.3449,2.6,2,0,1,debt_consolidation,0
31,83121.43,19814.99,36,719,0.0264,8.7,11,0,1,business,0
55,82348.9,9033.51,60,676,0.2264,0.7,4,0,0,business,0
62,72337.67,17560.81,60,673,0.4439,11.0,19,0,0,education,0
31,79314.58,5503.67,36,693,0.3158,1.1,7,0,0,education,0
32,66858.06,7444.3,12,586,0.1656,2.9,19,1,2,home_improvement,0
35,48555.18,16297.03,36,766,0.3422,3.8,16,0,1,business,0
24,100110.23,20429.95,12,588,0.4475,0.9,3,1,0,business,0
54,48621.49,30534.68,36,722,0.1939,3.1,16,1,0,business,1
28,104398.0,6762.43,48,622,0.0543,2.8,15,0,0,business,0
25,80907.69,23685.84,48,807,0.289,4.8,12,0,0,home_improvement,0
60,58674.94,5339.37,48,794,0.2714,0.4,17,0,0,home_improvement,0
31,32881.11,6128.34,36,731,0.3192,6.9,8,0,1,debt_consolidation,0
36,73420.65,14583.65,36,817,0.1212,1.1,11,0,0,business,0
37,63811.32,24004.91,12,522,0.4801,2.7,10,0,1,debt_consolidation,0
59,95335.08,15922.71,60,850,0.393,1.2,2,0,0,debt_consolidation,0
25,39038.15,17730.11,12,850,0.4717,6.1,10,0,0,business,0
25,91423.46,21818.82,36,761,0.1123,9.7,10,0,1,business,0
57,101871.64,16758.93,24,607,0.3395,0.0,4,0,0,personal,0
48,47016.36,24754.52,60,632,0.512,13.5,18,0,0,business,0
43,83449.27,17707.9,24,504,0.2933,1.6,3,1,2,personal,0
43,100092.13,35382.47,60,572,0.1905,0.2,3,0,0,personal,0
38,99026.15,14756.31,36,707,0.2653,2.1,6,0,0,debt_consolidation,0
55,91313.53,19522.1,60,731,0.1424,3.7,3,0,0,business,0
53,107995.83,12106.6,60,781,0.1804,11.1,14,0,2,personal,0
27,66668.39,5885.55,60,768,0.2697,3.8,3,0,0,debt_consolidation,0
54,63878.57,1000.0,48,632,0.4137,5.8,14,0,0,personal,0
29,104231.93,1000.0,36,700,0.1473,3.6,7,0,0,home_improvement,0
57,20000.0,13675.1,48,807,0.1709,0.3,9,0,1,education,0
26,57881.06,29953.99,12,683,0.4008,1.5,3,1,0,education,0
26,44590.81,22485.41,36,699,0.2927,0.3,14,0,0,personal,0
31,66044.9,18036.5,48,631,0.286,3.5,4,0,0,education,0
61,75425.15,11989.02,12,847,0.4484,4.1,17,0,0,business,0
28,79678.17,24781.28,24,736,0.1208,2.4,10,0,0,debt_consolidation,0
33,66960.22,21458.08,12,605,0.5363,5.7,11,0,0,education,0
51,69309.65,2841.01,12,564,0.181,1.0,10,0,0,home_improvement,0
46,89230.79,22244.35,36,735,0.367,7.6,19,0,1,personal,0
49,50715.24,9971.61,36,648,0.3979,16.5,16,0,1,education,0
64,56385.59,16106.92,36,727,0.1717,8.3,11,1,2,personal,0
34,42116.27,6114.36,24,622,0.0472,3.5,19,0,1,debt_consolidation,0
43,64677.44,30793.36,12,747,0.1051,2.2,13,0,0,home_improvement,0
39,24459.96,6225.32,60,709,0.0714,2.2,3,0,1,business,0
48,97491.33,22818.71,24,727,0.6486,12.1,17,0,0,home_improvement,0
29,84894.7,24916.34,48,712,0.2661,4.7,2,1,0,home_improvement,0
27,40452.04,18980.53,12,729,0.1669,7.8,18,0,0,personal,0
32,95881.77,17455.39,60,648,0.3259,7.0,2,0,1,business,0
50,58349.2,9522.8,60,624,0.2936,23.3,18,0,0,education,0
62,47472.66,13647.29,36,593,0.3192,9.5,6,0,0,education,0
26,74341.11,5909.15,12,679,0.2591,4.9,16,0,0,home_improvement,0
28,23721.45,19299.57,60,614,0.3202,3.9,6,0,0,home_improvement,0
43,56341.15,18770.54,12,711,0.2457,2.6,2,0,0,business,0
25,74324.21,9529.27,24,659,0.1525,9.6,2,0,1,home_improvement,0
53,109563.88,17080.97,48,653,0.3312,13.0,4,0,0,personal,0
